435.0,435.0,435.0,435.0,435.0,435.0
4314.0,2157.0,3879.0,3879.0,3879.0,3879.0
8257.0,2752.3333,3943.0,3943.0,3943.0,3943.0
12919.0,3229.75,4662.0,4662.0,4662.0,4662.0
16790.0,3358.0,4662.0,3907.0,3871.0,3871.0
19412.0,3235.3333,4662.0,2622.0,2622.0,2622.0
22131.0,3161.5715,4662.0,2719.0,2719.0,2719.0
25183.0,3147.875,4662.0,3052.0,3052.0,3052.0
28017.0,3113.0,4662.0,2834.0,2834.0,2834.0
29534.0,2953.4,4662.0,1517.0,1517.0,1517.0
33439.0,3039.9092,4662.0,3892.0,3905.0,3905.0
38248.0,3187.3333,4809.0,4809.0,4809.0,4809.0
40992.0,3153.2307,4809.0,2744.0,2744.0,2744.0
45665.0,3261.7856,4809.0,4673.0,4673.0,4673.0
46334.0,3088.9333,4809.0,669.0,669.0,669.0
49206.0,3075.375,4809.0,2872.0,2872.0,2872.0
52935.0,3113.8235,4809.0,3729.0,3729.0,3729.0
58713.0,3261.8333,5778.0,5778.0,5778.0,5778.0
59577.0,3135.6316,5778.0,864.0,864.0,864.0
63280.0,3164.0,5778.0,3716.0,3703.0,3703.0
68452.0,3259.6191,5778.0,5172.0,5172.0,5172.0
69339.0,3151.7727,5778.0,887.0,887.0,887.0
70196.0,3052.0,5778.0,860.5,857.0,857.0
72806.0,3033.5833,5778.0,2677.0,2610.0,2610.0
77476.0,3099.04,5778.0,4666.0,4670.0,4670.0
82201.0,3161.577,5778.0,4685.6665,4725.0,4725.0
85140.0,3153.3333,5778.0,2905.5,2939.0,2939.0
88419.0,3157.8215,5778.0,3279.0,3279.0,3279.0
89344.0,3080.8276,5778.0,925.0,925.0,925.0
94059.0,3135.3,5778.0,4693.0,4715.0,4715.0
99045.0,3195.0,5778.0,4986.0,4986.0,4986.0
101845.0,3182.6563,5778.0,2759.5,2800.0,2800.0
107678.0,3262.9697,5833.0,5805.5,5833.0,5833.0
110735.0,3256.9119,5833.0,3054.5,3057.0,3057.0
116212.0,3320.3428,5833.0,5477.0,5477.0,5477.0
118897.0,3302.6943,5833.0,2759.5,2685.0,2685.0
119904.0,3240.6487,5833.0,1007.0,1007.0,1007.0
120884.0,3181.158,5833.0,900.3333,980.0,980.0
124173.0,3183.923,5833.0,3289.0,3289.0,3289.0
125182.0,3129.55,5833.0,967.0,1009.0,1009.0
126903.0,3095.195,5833.0,1721.0,1721.0,1721.0
132834.0,3162.7144,5931.0,5931.0,5931.0,5931.0
136757.0,3180.3953,5931.0,3912.3333,3923.0,3923.0
137680.0,3129.0908,5931.0,905.0,923.0,923.0
143325.0,3185.0,5931.0,5645.0,5645.0,5645.0
149184.0,3243.1304,5931.0,5895.0,5859.0,5859.0
150913.0,3210.9148,5931.0,1725.0,1729.0,1729.0
153889.0,3206.0208,5931.0,3028.3333,2976.0,2976.0
155829.0,3180.1836,5931.0,1940.0,1940.0,1940.0
161609.0,3232.18,5931.0,5797.0,5780.0,5780.0
162190.0,3180.196,5931.0,625.0,581.0,581.0
165357.0,3179.9424,5931.0,3167.0,3167.0,3167.0
165806.0,3128.415,5931.0,449.0,449.0,449.0
166706.0,3087.1482,5931.0,900.0,900.0,900.0
167655.0,3048.2727,5931.0,919.6667,949.0,949.0
168631.0,3011.2678,5931.0,991.5,976.0,976.0
172648.0,3028.9124,5931.0,3938.5,4017.0,4017.0
175920.0,3033.1035,5931.0,3275.5,3272.0,3272.0
181135.0,3070.0847,5931.0,5193.5,5215.0,5215.0
183947.0,3065.7834,5931.0,2874.3333,2812.0,2812.0
186218.0,3052.7542,5931.0,2271.0,2271.0,2271.0
187231.0,3019.8547,5931.0,928.5,1013.0,1013.0
191953.0,3046.873,5931.0,4697.5,4722.0,4722.0
192824.0,3012.875,5931.0,871.0,871.0,871.0
198568.0,3054.8923,5931.0,5783.75,5762.0,5762.0
203717.0,3086.621,5931.0,5178.6665,5149.0,5149.0
205917.0,3073.388,5931.0,2235.5,2200.0,2200.0
208423.0,3065.0442,5931.0,2506.0,2506.0,2506.0
211213.0,3061.0579,5931.0,2790.0,2790.0,2790.0
214738.0,3067.6858,5931.0,3525.0,3525.0,3525.0
220518.0,3105.8872,5931.0,5783.0,5780.0,5780.0
221449.0,3075.6807,5931.0,929.0,931.0,931.0
222442.0,3047.1506,5931.0,975.6667,993.0,993.0
225547.0,3047.9324,5931.0,3047.5,3105.0,3105.0
228286.0,3043.8132,5931.0,2739.0,2739.0,2739.0
232990.0,3065.658,5931.0,4695.2,4704.0,4704.0
237910.0,3089.7402,5931.0,4920.0,4920.0,4920.0
243647.0,3123.6794,5931.0,5691.0,5737.0,5737.0
247041.0,3127.1013,5931.0,3394.0,3394.0,3394.0
251819.0,3147.7375,5931.0,4793.5,4778.0,4778.0
254625.0,3143.5186,5931.0,2857.25,2806.0,2806.0
260563.0,3177.5977,5938.0,5909.3335,5938.0,5938.0
265651.0,3200.6145,5938.0,5156.0,5088.0,5088.0
269208.0,3204.8572,5938.0,3541.0,3557.0,3557.0
274027.0,3223.8472,5938.0,4802.0,4819.0,4819.0
276847.0,3219.1511,5938.0,2779.6667,2820.0,2820.0
280633.0,3225.6667,5938.0,3786.0,3786.0,3786.0
283808.0,3225.0908,5938.0,3171.0,3175.0,3175.0
286604.0,3220.2698,5938.0,2767.5,2796.0,2796.0
289815.0,3220.1667,5938.0,3254.0,3211.0,3211.0
293095.0,3220.8242,5938.0,3207.3333,3223.5,3223.5
296392.0,3221.652,5938.0,3293.0,3297.0,3297.0
301565.0,3242.6345,5938.0,5159.4,5173.0,5173.0
303197.0,3225.5,5938.0,1694.0,1632.0,1632.0
308063.0,3242.7683,5938.0,4893.0,4866.0,4866.0
311967.0,3249.6563,5938.0,3931.6,3904.0,3904.0
313077.0,3227.598,5938.0,1009.25,1110.0,1110.0
316702.0,3231.653,5938.0,3705.5,3625.0,3625.0
317333.0,3205.3838,5938.0,627.0,631.0,631.0
321117.0,3211.17,5938.0,3731.6667,3784.0,3784.0
326986.0,3237.485,5938.0,5899.25,5869.0,5869.0
330114.0,3236.4119,5938.0,3063.6,3128.0,3128.0
334837.0,3250.8447,5938.0,4782.25,4723.0,4723.0
340786.0,3276.7886,5949.0,5909.2,5949.0,5949.0
342846.0,3265.2,5949.0,2000.0,2060.0,2060.0
345921.0,3263.4058,5949.0,3065.5,3075.0,3075.0
348585.0,3257.8037,5949.0,2750.75,2664.0,2664.0
351098.0,3250.9075,5949.0,2513.0,2513.0,2513.0
355091.0,3257.7156,5949.0,3925.6667,3993.0,3993.0
357142.0,3246.7454,5949.0,2017.0,2051.0,2051.0
359734.0,3240.847,5949.0,2607.0,2592.0,2592.0
365549.0,3263.8303,5949.0,5893.5,5815.0,5815.0
368239.0,3258.7522,5949.0,2740.0,2690.0,2690.0
369220.0,3238.772,5949.0,988.0,981.0,981.0
370226.0,3219.3564,5949.0,953.0,1006.0,1006.0
373901.0,3223.2844,5949.0,3585.6667,3675.0,3675.0
375450.0,3208.9744,5949.0,1657.75,1549.0,1549.0
376717.0,3192.5168,5949.0,1267.0,1267.0,1267.0
377536.0,3172.5715,5949.0,845.0,819.0,819.0
381469.0,3178.9084,5949.0,3931.8333,3918.5,3918.5
386225.0,3191.9421,5949.0,4705.3335,4756.0,4756.0
389433.0,3192.0737,5949.0,3264.6667,3208.0,3208.0
390630.0,3175.8538,5949.0,1197.0,1197.0,1197.0
391052.0,3153.6453,5949.0,435.5,422.0,422.0
394318.0,3154.544,5949.0,3257.0,3266.0,3266.0
396974.0,3150.5874,5949.0,2623.3333,2656.0,2656.0
398335.0,3136.496,5949.0,1279.0,1361.0,1361.0
401633.0,3137.7578,5949.0,3273.0,3298.0,3298.0
402555.0,3120.5813,5949.0,870.6667,922.0,922.0
405371.0,3118.2385,5949.0,2849.0,2816.0,2816.0
408228.0,3116.2444,5949.0,2857.0,2857.0,2857.0
410316.0,3108.4546,5949.0,2034.75,2088.0,2088.0
412522.0,3101.6692,5949.0,2225.6667,2206.0,2206.0
417360.0,3114.627,5949.0,4744.3335,4838.0,4838.0
421506.0,3122.2666,5949.0,4146.0,4146.0,4146.0
424154.0,3118.7793,5949.0,2667.3333,2648.0,2648.0
429212.0,3132.9343,5949.0,5058.0,5058.0,5058.0
433290.0,3139.7827,5949.0,4078.0,4078.0,4078.0
436114.0,3137.5107,5949.0,2786.3333,2824.0,2824.0
439287.0,3137.7644,5949.0,3253.0,3173.0,3173.0
443095.0,3142.5178,5949.0,3750.75,3808.0,3808.0
443513.0,3123.331,5949.0,426.5,418.0,418.0
446535.0,3122.6223,5949.0,3059.2856,3022.0,3022.0
449823.0,3123.7708,5949.0,3263.2,3288.0,3288.0
454375.0,3133.6206,5949.0,4552.0,4552.0,4552.0
459100.0,3144.5205,5949.0,4725.0,4725.0,4725.0
464855.0,3162.2788,5949.0,5712.3335,5755.0,5755.0
468470.0,3165.338,5949.0,3682.3333,3615.0,3615.0
472552.0,3171.49,5949.0,4114.0,4082.0,4082.0
476020.0,3173.4666,5949.0,3431.0,3468.0,3468.0
480672.0,3183.2583,5949.0,4756.2,4652.0,4652.0
484331.0,3186.3882,5949.0,3604.0,3659.0,3659.0
485189.0,3171.17,5949.0,917.1667,858.0,858.0
490046.0,3182.117,5949.0,4881.0,4857.0,4857.0
494819.0,3192.3806,5949.0,4751.5,4773.0,4773.0
496956.0,3185.6155,5949.0,2203.5,2137.0,2137.0
499445.0,3181.1782,5949.0,2501.0,2489.0,2489.0
499926.0,3164.0886,5949.0,444.66666,481.0,481.0
504957.0,3175.83,5949.0,5008.5,5031.0,5031.0
505813.0,3161.3313,5949.0,867.0,856.0,856.0
507460.0,3151.9255,5949.0,1655.6,1647.0,1647.0
510264.0,3149.7778,5949.0,2761.3333,2804.0,2804.0
513011.0,3147.3066,5949.0,2776.5,2747.0,2747.0
514107.0,3134.7988,5949.0,1181.5,1096.0,1096.0
514967.0,3121.0122,5949.0,956.0,860.0,860.0
516081.0,3108.9216,5949.0,1030.2,1112.0,1112.0
520282.0,3115.4612,5949.0,4139.5,4201.0,4201.0
521848.0,3106.238,5949.0,1541.5,1566.0,1566.0
526988.0,3118.2722,5949.0,5099.0,5140.0,5140.0
531849.0,3128.5234,5949.0,4727.5713,4861.0,4861.0
534630.0,3126.4912,5949.0,2819.0,2781.0,2781.0
535129.0,3111.215,5949.0,458.25,499.0,499.0
540907.0,3126.6301,5949.0,5782.1665,5779.0,5779.0
542189.0,3116.0288,5949.0,1280.0,1282.0,1282.0
547338.0,3127.6458,5949.0,5115.6665,5149.0,5149.0
548088.0,3114.1365,5949.0,843.6,750.0,750.0
550930.0,3112.5989,5949.0,2769.0,2842.0,2842.0
553455.0,3109.2979,5949.0,2509.0,2519.0,2519.0
556798.0,3110.6033,5949.0,3276.5,3307.5,3307.5
560905.0,3116.139,5949.0,4128.6665,4107.0,4107.0
561230.0,3100.7183,5949.0,398.66666,325.0,325.0
563625.0,3096.8406,5949.0,2450.5,2395.0,2395.0
569449.0,3111.7432,5949.0,5788.143,5824.0,5824.0
572150.0,3109.511,5949.0,2740.0,2701.0,2701.0
574564.0,3105.7515,5949.0,2438.3333,2414.0,2414.0
576734.0,3100.7205,5949.0,2196.8,2170.0,2170.0
577491.0,3088.1873,5949.0,659.5,757.0,757.0
583241.0,3102.3457,5949.0,5783.375,5750.0,5750.0
585930.0,3100.1587,5949.0,2672.75,2689.0,2689.0
590065.0,3105.6052,5949.0,4130.25,4135.0,4135.0
592175.0,3100.3926,5949.0,2049.8,2110.0,2110.0
595558.0,3101.8645,5949.0,3415.0,3383.0,3383.0
597991.0,3098.399,5949.0,2490.0,2433.0,2433.0
601537.0,3100.7063,5949.0,3447.75,3546.0,3546.0
607406.0,3114.9026,5949.0,5890.0,5869.0,5869.0
609046.0,3107.3774,5949.0,1653.0,1640.0,1640.0
613017.0,3111.7615,5949.0,3937.4285,3957.0,3957.0
616898.0,3115.6465,5949.0,3914.5,3881.0,3881.0
617709.0,3104.0654,5949.0,892.5,811.0,811.0
622556.0,3112.78,5949.0,4770.6,4847.0,4847.0
